Vendor,Job,Date,PO No.,Item,Description,Qty.,Rate,Unit,Amount,Tax
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"1 1/8"" x 8 1/2"" STUD BOLT A193-B7M with (2) A194-2HM NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",14,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"1 3/8"" x 10"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",24,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"1 5/8"" x 12"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",44,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"1 1/4"" x 9 1/4"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",52,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"1 1/4"" x 9 1/4"" STUD BOLT A193-B7M with (2) A194-2HM NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",20,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"1 1/4"" x 9 1/2"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",160,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"1 1/4"" x 9 3/4"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",44,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"1 1/2"" x 10 3/4"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",24,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"1 1/2"" x 11"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",24,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 4 1/2"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",36,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 4 1/2"" STUD BOLT A193-B7M with (2) A194-2HM NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",36,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 4 3/4"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",22,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 4 3/4"" STUD BOLT A193-B7M with (2) A194-2HM NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",20,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 5"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",72,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 4 1/2"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",36,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 4 1/2"" STUD BOLT A193-B7M with (2) A194-2HM NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",36,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 4 3/4"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",22,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 4 3/4"" STUD BOLT A193-B7M with (2) A194-2HM NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",20,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 5"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",72,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 4 1/2"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",36,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 4 1/2"" STUD BOLT A193-B7M with (2) A194-2HM NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",36,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 4 3/4"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",22,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 4 3/4"" STUD BOLT A193-B7M with (2) A194-2HM NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",20,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 5"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",72,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 4 1/2"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",36,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 4 1/2"" STUD BOLT A193-B7M with (2) A194-2HM NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",36,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 4 3/4"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",22,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 4 3/4"" STUD BOLT A193-B7M with (2) A194-2HM NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",20,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 5"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",72,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 4 1/2"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",36,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 4 1/2"" STUD BOLT A193-B7M with (2) A194-2HM NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",36,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 4 3/4"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",22,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 4 3/4"" STUD BOLT A193-B7M with (2) A194-2HM NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",20,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 5"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",72,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 4 1/2"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",36,$3.47,,$124.92,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 4 1/2"" STUD BOLT A193-B7M with (2) A194-2HM NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",36,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 4 3/4"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",22,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 4 3/4"" STUD BOLT A193-B7M with (2) A194-2HM NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",20,$8.22,,$164.4,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10645,"3/4"" x 5"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",72,$3.68,,$264.96,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10630,"3"" S/STD (0.216"" Wall) Seamless PIPE A106-B",40,$27.71,,$1108.4,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10630,"8"" S/STD (0.322"" Wall) Seamless PIPE A106-B",40,$70.78,,$2831.2,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10630,"12"" S/STD (0.375"" Wall) Seamless PIPE A106-B",40,$132.28,,$5291.2,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10NA,"6"" S/80 (0.432"" Wall) Seamless PIPE A333-6",40,$85.8,,$3432.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10NA,"12"" S/80 (0.688"" Wall) Seamless PIPE A333-6",40,$369.63,,$14785.2,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"1"" S/80s (0.179""Wall) Seamless PIPE A312-TP304/304L",20,$22.9,,$458.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"2"" S/40s (0.154""Wall) Seamless PIPE A312-TP304/304L",40,$24.93,,$997.2,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"3"" S/40s (0.216""Wall) Seamless PIPE A312-TP304/304L",40,$43.39,,$1735.6,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"4"" S/40s (0.237""Wall) Seamless PIPE A312-TP304/304L",40,$73.31,,$2932.4,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"6"" S/40s (0.280""Wall) Seamless PIPE A312-TP304/304L",40,$155.19,,$6207.6,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"6"" ELL 45-Deg LR S/STD BW, SMLS A234-WPB",1,$72.6,,$72.6,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10NA,"12"" ELL 45-Deg LR, BW, SMLS, S/80  A420-WPL6",1,$1095.0,,$1095.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10NA,"3"" ELL 45-Deg LR, BW, SMLS, S/40S A403-WP304/304L",1,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10NA,"6"" ELL 45-Deg LR, BW, SMLS, S/40S A403-WP304/304L",1,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"2"" ELL 90-Deg LR, BW, SMLS, S/XH A234-WPB",7,$17.34,,$121.38,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"6"" ELL 90-Deg LR, BW, SMLS, S/STD A234-WPB",4,$78.58,,$314.32,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"8"" ELL 90-Deg LR, BW, SMLS, S/STD A234-WPB",1,$156.7,,$156.7,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"12"" ELL 90-Deg LR, BW, SMLS, S/STD A234-WPB",2,$479.94,,$959.88,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10NA,"6"" ELL 90-Deg LR, BW, SMLS, S/80  A420-WPL6",1,$229.7,,$229.7,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10NA,"6"" ELL 90-Deg LR, BW, SMLS, S/120  A420-WPL6",2,$379.0,,$758.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10NA,"12"" ELL 90-Deg LR, BW, SMLS, S/80  A420-WPL6",2,$1154.0,,$2308.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10NA,"3"" ELL 90-Deg LR, BW, SMLS, S/40S A403-WP304/304L",2,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10NA,"6"" ELL 90-Deg LR, BW, SMLS, S/40S A403-WP304/304L",4,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10NA,"8"" ELL 90-Deg LR S/40s Weld A403-WP304/304L (JE=1.0)",2,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10NA,"10"" ELL 90-Deg LR S/40s Weld A403-WP304/304L",2,$1042.67,,$2085.34,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"2"" TEE, BW, SMLS, S/XH A234-WPB",1,$44.2,,$44.2,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"4"" X 3"" REDUCING TEE, BW, SMLS, S/STD X S/STD A234-WPB",1,$80.68,,$80.68,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"2"" x 3/4"" CONCENTRIC S/80 x S/80 SMLS SWAGE A234-WPB BXP",1,$168.43,,$168.43,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"2"" x 1"" ECCENTRIC S/80 x S/80 SMLS SWAGE A234-WPB BXP",1,$189.17,,$189.17,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"2"" x 1 1/2"" ECCENTRIC S/80 x S/80 SMLS SWAGE A234-WPB BXP",2,$236.85,,$473.7,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"8"" X 6"" CONCENTRIC, BW, SMLS, S/STD, REDUCER A234-WPB",1,$91.8,,$91.8,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"8"" X 6"" ECCENTRIC, BW, SMLS, S/STD, REDUCER A234-WPB",1,$133.0,,$133.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"3/4"" on 2"" 3000# SOCKOLET A105",4,$7.17,,$28.68,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"3/4"" on 8"" 3000# SOCKOLET A105",1,$7.17,,$7.17,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10NA,"1/2"" on 12"" 3000# SOCKOLET A350-LF2 CL1",1,$17.85,,$17.85,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10NA,"3/4"" on 6"" 3000# SOCKOLET A350-LF2 CL1",1,$19.94,,$19.94,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10NA,"3/4"" on 12"" 3000# SOCKOLET A350-LF2 CL1",1,$19.94,,$19.94,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10NA,"3/4"" on 12""  3000# THREADOLET A350-LF2 CL1",2,$19.94,,$39.88,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"2"" on 16"" WELDOLET S/80 A105",1,$16.14,,$16.14,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"3/4"" on 8"" 3000# SOCKOLET A182-F304/304L",1,$18.58,,$18.58,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"1"" 600# RF SOCKETWELD S/XH FLANGE A105",1,$75.95,,$75.95,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"1 1/2"" 150# RF SOCKETWELD S/80 FLANGE A105",1,$30.8,,$30.8,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"1 1/2"" 600# RF SOCKETWELD S/XH FLANGE A105",1,$69.44,,$69.44,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"2"" 150# RF WELDNECK S/XH FLANGE A105",7,$28.32,,$198.24,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"2"" 600# RF WELDNECK S/XH FLANGE A105",3,$39.0,,$117.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"3"" 300# RF WELDNECK S/STD FLANGE A105",1,$39.9,,$39.9,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"6"" 150# RF WELDNECK S/STD FLANGE A105",4,$61.28,,$245.12,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"6"" 300# RF WELDNECK S/STD FLANGE A105",1,$102.3,,$102.3,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"6"" 900# RF WELDNECK S/120 FLANGE A105",1,$481.84,,$481.84,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"6"" 900# RTJ WELDNECK S/120 FLANGE A105",1,$514.29,,$514.29,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"8"" 150# RF WELDNECK S/STD FLANGE A105",2,$104.63,,$209.26,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"10"" 150# RF WELDNECK S/STD FLANGE A105",2,$173.6,,$347.2,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"12"" 150# RF WELDNECK S/STD FLANGE A105",2,$252.16,,$504.32,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10NA,"6"" 600# RF WELDNECK S/80 FLANGE A350 LF2 CL1",2,$357.8,,$715.6,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10NA,"12"" 600# RF WELDNECK S/80 FLANGE A350 LF2 CL1",4,$915.38,,$3661.52,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"1"" 150# RF SOCKETWELD FLANGE S/80S A182-F304/304L",2,$64.0,,$128.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"2"" 150# RF WELDNECK S/40s FLANGE A182-F304/304L",2,$66.8,,$133.6,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"3"" 150# RF WELDNECK S/40s FLANGE A182-F304/304L",2,$143.0,,$286.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"4"" 150# RF WELDNECK S/40s FLANGE A182-F304/304L",2,$154.8,,$309.6,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"6"" 150# RF WELDNECK S/40s FLANGE A182-F304/304L",4,$339.16,,$1356.64,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"8"" 150# RF WELDNECK S/40s FLANGE A182-F304/304L",2,$460.4,,$920.8,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"10"" 150# RF WELDNECK S/40s FLANGE A182-F304/304L",2,$610.0,,$1220.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"1/2"" x 6"" PIPE NIPPLE S/160 A106-B PXT",1,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"3/4"" x 4"" PIPE NIPPLE S/160 A106-B PBE",4,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"3/4"" x 4"" PIPE NIPPLE S/XXH A106-B PBE",4,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"3/4"" x 6"" PIPE NIPPLE S/XXH A106-B PBE",3,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"1/2"" x 4"" PIPE NIPPLE S/160 A333-6 PXT ",1,$0.0,,$0.0,7.75%
Airgas USA  LLC,Corporate Office,2022-09-07,7067-005,10635,"3/4"" x 4"" PIPE NIPPLE S/160 A333-6 PBE ",2,$0.0,,$0.0,7.75%
